Company name,ASX code,GICS industry group
"SHEFFIELD RESOURCES LIMITED",SFX,"Materials"
"SHENHUA INTERNATIONAL LIMITED",SHU,"Consumer Durables & Apparel"
"SHINE CORPORATE LTD",SHJ,"Consumer Services"
"SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP",SCP,"Real Estate"
"SHREE MINERALS LIMITED",SHH,"Materials"
"SHRIRO HOLDINGS LIMITED",SHM,"Consumer Durables & Apparel"
"SIBURAN RESOURCES LIMITED",SBU,"Materials"
"SIETEL LIMITED",SSL,"Real Estate"
"SIGMA HEALTHCARE LIMITED",SIG,"Health Care Equipment & Services"
"SIHAYO GOLD LIMITED",SIH,"Materials"
"SILEX SYSTEMS LIMITED",SLX,"Semiconductors & Semiconductor Equipment"
"SILVER CHEF LIMITED",SIV,"Capital Goods"
"SILVER CITY MINERALS LIMITED",SCI,"Materials"
"SILVER HERITAGE GROUP LIMITED",SVH,"Consumer Services"
"SILVER LAKE RESOURCES LIMITED",SLR,"Materials"
"SILVER MINES LIMITED",SVL,"Materials"
"SIMAVITA LIMITED",SVA,"Health Care Equipment & Services"
"SIMONDS GROUP LIMITED",SIO,"Consumer Durables & Apparel"
"SIMS METAL MANAGEMENT LIMITED",SGM,"Materials"
"SINO GAS & ENERGY HOLDINGS LIMITED",SEH,"Energy"
"SINOVUS MINING LIMITED",SNV,"Materials"
"SIPA RESOURCES LIMITED",SRI,"Materials"
"SIRTEX MEDICAL LIMITED",SRX,"Pharmaceuticals, Biotechnology & Life Sciences"
"SITE GROUP INTERNATIONAL LIMITED",SIT,"Consumer Services"
"SIV ASSET MANAGEMENT LIMITED",SAM,"Diversified Financials"
"SKIN ELEMENTS LIMITED",SKN,"Household & Personal Products"
"SKY AND SPACE GLOBAL LTD",SAS,"Telecommunication Services"
"SKY NETWORK TELEVISION LIMITED.",SKT,"Media"
"SKYCITY ENTERTAINMENT GROUP LIMITED",SKC,"Consumer Services"
"SKYDIVE THE BEACH GROUP LIMITED",SKB,"Consumer Services"
"SKYFII LTD",SKF,"Software & Services"
"SKYLAND PETROLEUM  GROUP LIMITED",SKP,"Energy"
"SLATER & GORDON LIMITED",SGH,"Consumer Services"
"SMART ABS SERIES 2014-2E TRUST",SAB,"Not Applic"
"SMART ABS SERIES 2014-4 TRUST",SSE,"Not Applic"
"SMART ABS SERIES 2015-2 TRUST",SMT,"Not Applic"
"SMART ABS SERIES 2015-4E TRUST",SXB,"Not Applic"
"SMART ABS SERIES 2016-1 TRUST",SS6,"Not Applic"
"SMART ABS SERIES 2016-3 TRUST",SAZ,"Not Applic"
"SMART PARKING LIMITED",SPZ,"Technology Hardware & Equipment"
"SMARTGROUP CORPORATION LTD",SIQ,"Commercial & Professional Services"
"SMARTPAY HOLDINGS LIMITED",SMP,"Telecommunication Services"
"SMARTTRANS HOLDINGS LTD",SMA,"Software & Services"
"SML CORPORATION LIMITED",SOP,"Materials"
"SMS MANAGEMENT & TECHNOLOGY LIMITED.",SMX,"Software & Services"
"SOMNOMED LIMITED",SOM,"Health Care Equipment & Services"
"SONIC HEALTHCARE LIMITED",SHL,"Health Care Equipment & Services"
"SOON MINING LIMITED",SMG,"Materials"
"SOUTH AMERICAN IRON & STEEL CORPORATION LIMITED",SAY,"Materials"
"SOUTH EAST ASIA RESOURCES LIMITED",SXI,"Materials"
"SOUTH PACIFIC RESOURCES LIMITED",SPB,"Energy"
"SOUTH32 LIMITED",S32,"Materials"
"SOUTHERN CROSS ELECTRICAL ENGINEERING LTD",SXE,"Capital Goods"
"SOUTHERN CROSS EXPLORATION N.L.",SXX,"Materials"
"SOUTHERN CROSS MEDIA GROUP LIMITED",SXL,"Media"
"SOUTHERN GOLD LIMITED",SAU,"Materials"
"SOUTHERN HEMISPHERE MINING LIMITED",SUH,"Materials"
"SOVEREIGN METALS LIMITED",SVM,"Materials"
"SPARK INFRASTRUCTURE GROUP",SKI,"Utilities"
"SPARK NEW ZEALAND LIMITED",SPK,"Telecommunication Services"
"SPDR S&P/ASX 200 FUND",STW,"Not Applic"
"SPDR S&P/ASX 200 LISTED PROPERTY FUND",SLF,"Not Applic"
"SPDR S&P/ASX 50 FUND",SFY,"Not Applic"
"SPECIALTY FASHION GROUP LIMITED",SFH,"Retailing"
"SPECTRUM RARE EARTHS LIMITED",SPX,"Materials"
"SPEEDCAST INTERNATIONAL LIMITED",SDA,"Telecommunication Services"
"SPICERS LIMITED",SRS,"Capital Goods"
"SPIRIT TELECOM LIMITED",ST1,"Telecommunication Services"
"SPITFIRE MATERIALS LTD",SPI,"Materials"
"SPOOKFISH LIMITED",SFI,"Software & Services"
"SPORTSHERO LIMITED",SHO,"Software & Services"
"SPOTLESS GROUP HOLDINGS LIMITED",SPO,"Commercial & Professional Services"
"SPRING FG LIMITED",SFL,"Diversified Financials"
"SPRINTEX LIMITED",SIX,"Automobiles & Components"
"SRG LIMITED.",SRG,"Capital Goods"
"ST BARBARA LIMITED",SBM,"Materials"
"ST GEORGE MINING LIMITED",SGQ,"Materials"
"STANMORE COAL LIMITED",SMR,"Energy"
"STARGROUP LIMITED",STL,"Technology Hardware & Equipment"
"STARPHARMA HOLDINGS LIMITED",SPL,"Pharmaceuticals, Biotechnology & Life Sciences"
"STAVELY MINERALS LIMITED",SVY,"Materials"
"STEADFAST GROUP LIMITED",SDF,"Insurance"
"STEAMSHIPS TRADING COMPANY LIMITED",SST,"Capital Goods"
"STELLAR RESOURCES LIMITED",SRZ,"Materials"
"STEMCELL UNITED LIMITED",SCU,"Pharmaceuticals, Biotechnology & Life Sciences"
"STERLING PLANTATIONS LIMITED",SBI,"Food, Beverage & Tobacco"
"STOCKLAND",SGP,"Real Estate"
"STOKES LIMITED",SKS,"Capital Goods"
"STONE RESOURCES AUSTRALIA LIMITED",SHK,"Materials"
"STONEWALL RESOURCES LIMITED",SWJ,"Materials"
"STORY-I LIMITED",SRY,"Retailing"
"STRANDLINE RESOURCES LIMITED",STA,"Materials"
"STRATA-X ENERGY LIMITED",SXA,"Energy"
"STRATEGIC ELEMENTS LIMITED",SOR,"Diversified Financials"
"STRATEGIC ENERGY RESOURCES LIMITED",SER,"Materials"
"STRATEGIC MINERALS CORPORATION NL",SMC,"Materials"
"STREAM GROUP LIMITED",SGO,"Software & Services"
"STRIKE ENERGY LIMITED",STX,"Energy"
"STRIKE RESOURCES LIMITED",SRK,"Materials"
"STRUCTURAL MONITORING SYSTEMS PLC",SMN,"Technology Hardware & Equipment"
"SUBZERO GROUP LIMITED",SZG,"Capital Goods"
"SUCCESS GLOBAL MEDIA LIMITED",SGU,"Consumer Services"
"SUDA LTD",SUD,"Pharmaceuticals, Biotechnology & Life Sciences"
"SUGAR DRAGON LIMITED",SDC,"Class Pend"
"SUMATRA COPPER & GOLD PLC",SUM,"Materials"
"SUMMERSET GROUP HOLDINGS LIMITED",SNZ,"Health Care Equipment & Services"
"SUMMIT RESOURCES LIMITED",SMM,"Energy"
"SUN RESOURCES NL",SUR,"Energy"
"SUNBRIDGE GROUP LIMITED",SBB,"Retailing"
"SUNCORP GROUP LIMITED",SUN,"Insurance"
"SUNCORP-METWAY LIMITED .",SBK,"Insurance"
"SUNDANCE ENERGY AUSTRALIA LIMITED",SEA,"Energy"
"SUNDANCE RESOURCES LIMITED",SDL,"Materials"
"SUNLAND GROUP LIMITED",SDG,"Real Estate"
"SUNVEST CORPORATION LIMITED",SVS,"Not Applic"
"SUPER RETAIL GROUP LIMITED",SUL,"Retailing"
"SUPERIOR RESOURCES LIMITED",SPQ,"Materials"
"SUPERLOOP LIMITED",SLC,"Telecommunication Services"
"SUPPLY NETWORK LIMITED",SNL,"Retailing"
"SUREFIRE RESOURCES NL",SRN,"Materials"
"SURFSTITCH GROUP LIMITED",SRF,"Retailing"
"SWALA ENERGY LIMITED",SWE,"Energy"
"SWICK MINING SERVICES LTD",SWK,"Materials"
"SWIFT NETWORKS GROUP LIMITED",SW1,"Technology Hardware & Equipment"
"SYDNEY AIRPORT",SYD,"Transportation"
"SYNDICATED METALS LIMITED",SMD,"Materials"
"SYNGAS LIMITED",SYS,"Energy"
"SYNLAIT MILK LIMITED",SM1,"Food, Beverage & Tobacco"
"SYNTONIC LIMITED",SYT,"Software & Services"
"SYRAH RESOURCES LIMITED",SYR,"Materials"
"TABCORP HOLDINGS LIMITED",TAH,"Consumer Services"
"TAG PACIFIC LIMITED",TAG,"Diversified Financials"
"TAKOR GROUP LTD",TKO,"Class Pend"
"TAKORADI LIMITED",TKG,"Materials"
"TALGA RESOURCES LTD",TLG,"Materials"
"TALISMAN MINING LIMITED",TLM,"Materials"
"TALON PETROLEUM LIMITED",TPD,"Energy"
"TAMASKA OIL AND GAS LTD",TMK,"Energy"
"TAMAWOOD LIMITED",TWD,"Consumer Durables & Apparel"
"TANAMI GOLD NL",TAM,"Materials"
"TANGA RESOURCES LIMITED",TRL,"Materials"
"TAP OIL LIMITED",TAP,"Energy"
"TARGET ENERGY LIMITED",TEX,"Energy"
"TARUGA GOLD LIMITED",TAR,"Materials"
"TASFOODS LIMITED",TFL,"Food, Beverage & Tobacco"
"TASMAN RESOURCES LTD",TAS,"Materials"
"TASSAL GROUP LIMITED",TGR,"Food, Beverage & Tobacco"
"TATTS GROUP LIMITED",TTS,"Consumer Services"
"TAWANA RESOURCES NL",TAW,"Materials"
"TBG DIAGNOSTICS LIMITED",TDL,"Pharmaceuticals, Biotechnology & Life Sciences"
"TECH MPIRE LIMITED",TMP,"Media"
"TECHNICHE LIMITED.",TCN,"Diversified Financials"
"TECHNOLOGY METALS AUSTRALIA LIMITED",TMT,"Materials"
"TECHNOLOGY ONE LIMITED",TNE,"Software & Services"
"TEGEL GROUP HOLDINGS LIMITED",TGH,"Food, Beverage & Tobacco"
"TELSTRA CORPORATION LIMITED.",TLS,"Telecommunication Services"
"TEMPLE & WEBSTER GROUP LTD",TPW,"Retailing"
"TEMPLETON GLOBAL GROWTH FUND LIMITED",TGG,"Diversified Financials"
"TEMPO AUSTRALIA LTD",TPP,"Commercial & Professional Services"
"TEN NETWORK HOLDINGS LIMITED",TEN,"Media"
"TERANGA GOLD CORPORATION",TGZ,"Materials"
"TERRACOM LIMITED",TER,"Energy"
"TERRAIN MINERALS LIMITED",TMX,"Materials"
"TERRAMIN AUSTRALIA LIMITED.",TZN,"Materials"
"TESSERENT LIMITED",TNT,"Software & Services"
"TEST SECURITY",TES,"Class Pend"
"THE A2 MILK COMPANY LIMITED",A2M,"Food, Beverage & Tobacco"
"THE CITADEL GROUP LIMITED",CGL,"Software & Services"
"THE FOOD REVOLUTION GROUP LIMITED",FOD,"Food, Beverage & Tobacco"
"THE GRUDEN GROUP LTD",GGL,"Software & Services"
"THE HYDROPONICS COMPANY LIMITED",THC,"Not Applic"
"THE PAS GROUP LIMITED",PGR,"Retailing"
"THE REJECT SHOP LIMITED",TRS,"Retailing"
"THE STAR ENTERTAINMENT GROUP LIMITED",SGR,"Consumer Services"
"THINK CHILDCARE LIMITED",TNK,"Consumer Services"
"THOMSON RESOURCES LIMITED",TMZ,"Materials"
"THOR MINING PLC",THR,"Materials"
"THORN GROUP LIMITED",TGA,"Retailing"
"THORNEY OPPORTUNITIES LTD",TOP,"Not Applic"
"THORNEY TECHNOLOGIES LTD",TEK,"Energy"
"THREAT PROTECT AUSTRALIA LIMITED",TPS,"Energy"
"THRED LIMITED",THD,"Software & Services"
"THUNDELARRA LIMITED",THX,"Materials"
"TIAN AN AUSTRALIA LIMITED",TIA,"Real Estate"
"TIAN POH RESOURCES LIMITED",TPO,"Materials"
"TIANMEI BEVERAGE GROUP CORPORATION LIMITED",TB8,"Food, Beverage & Tobacco"
"TIGER RESOURCES LIMITED",TGS,"Materials"
"TIGERS REALM COAL LIMITED",TIG,"Materials"
"TIKFORCE LIMITED",TKF,"Software & Services"
"TILT RENEWABLES LIMITED.",TLT,"Utilities"
"TIMAH RESOURCES LIMITED",TML,"Utilities"
"TINYBEANS GROUP LTD",TNY,"Software & Services"
"TITANIUM SANDS LIMITED",TSL,"Materials"
"TLOU ENERGY LIMITED",TOU,"Energy"
"TNG LIMITED",TNG,"Materials"
"TODD RIVER RESOURCES LIMITED",TRT,"Materials"
"TOMIZONE LIMITED",TOM,"Software & Services"
"TOP END MINERALS LIMITED",TND,"Materials"
"TOPBETTA HOLDINGS LIMITED",TBH,"Consumer Services"
"TOPTUNG LTD",TTW,"Materials"
"TORIAN RESOURCES LIMITED",TNR,"Materials"
"TORO ENERGY LIMITED",TOE,"Energy"
"TORRENS 2009-3 TRUST",TRB,"Not Applic"
"TORRENS SERIES 2010-1 TRUST",TRP,"Not Applic"
"TORRENS SERIES 2010-2 TRUST",TRK,"Not Applic"
"TORRENS SERIES 2010-3 TRUST",TOA,"Not Applic"
"TORRENS SERIES 2013-1 TRUST",TNB,"Not Applic"
"TORRENS SERIES 2013-2 TRUST",TNF,"Not Applic"
"TORRENS SERIES 2014-1 TRUST",TNH,"Not Applic"
"TORRENS SERIES 2014-2 TRUST",TOZ,"Not Applic"
"TORRENS SERIES 2015-1 TRUST",TNJ,"Not Applic"
"TORRENS SERIES 2016-1 TRUST",TTZ,"Not Applic"
"TOTAL FACE GROUP LIMITED",TFG,"Consumer Services"
"TOUCHCORP LIMITED",TCH,"Software & Services"
"TOWER LIMITED",TWR,"Insurance"
"TOX FREE SOLUTIONS LIMITED",TOX,"Commercial & Professional Services"
"TPC CONSOLIDATED LIMITED",TPC,"Telecommunication Services"
"TPG TELECOM LIMITED",TPM,"Telecommunication Services"
"TPI ENTERPRISES LIMITED",TPE,"Pharmaceuticals, Biotechnology & Life Sciences"
"TRADE ME GROUP LIMITED",TME,"Retailing"
"TRADITIONAL THERAPY CLINICS LIMITED",TTC,"Health Care Equipment & Services"
"TRAFFIC TECHNOLOGIES LTD.",TTI,"Transportation"
"TRAKA RESOURCES LIMITED",TKL,"Materials"
"TRANSACTION SOLUTIONS INTERNATIONAL LIMITED",TSN,"Software & Services"
"TRANSCENDENCE TECHNOLOGIES LIMITED",TTL,"Diversified Financials"
"TRANSERV ENERGY LIMITED",TSV,"Energy"
"TRANSMETRO CORPORATION LIMITED",TCO,"Consumer Services"
"TRANSURBAN GROUP",TCL,"Transportation"
"TREASURY CORPORATION OF VICTORIA",XVG,"Not Applic"
"TREASURY WINE ESTATES LIMITED",TWE,"Food, Beverage & Tobacco"
"TREK METALS LIMITED",TKM,"Materials"
"TRIANGLE ENERGY (GLOBAL) LIMITED",TEG,"Energy"
"TRIBUNE RESOURCES LIMITED",TBR,"Materials"
"TRILOGY INTERNATIONAL LIMITED",TIL,"Household & Personal Products"
"TRIPLE ENERGY LIMITED",TNP,"Energy"
"TRITON MINERALS LTD",TON,"Materials"
"TROY RESOURCES LIMITED",TRY,"Materials"
"TRUSCOTT MINING CORPORATION LIMITED",TRM,"Materials"
"TRUSTEES AUSTRALIA LIMITED",TAU,"Consumer Services"
"TTA HOLDINGS LIMITED",TTA,"Retailing"
"TTG FINTECH LIMITED",TUP,"Software & Services"
"TUNGSTEN MINING NL",TGN,"Materials"
"TURNERS LIMITED",TRA,"Class Pend"
"TV2U INTERNATIONAL LIMITED",TV2,"Software & Services"
"TYCHEAN RESOURCES LTD",TYK,"Materials"
"TYRANNA RESOURCES LIMITED",TYX,"Materials"
"TZ LIMITED",TZL,"Technology Hardware & Equipment"
"UCW LIMITED",UCW,"Consumer Services"
"UIL ENERGY LTD",UIL,"Energy"
"ULTIMA UNITED LIMITED",UUL,"Real Estate"
"ULTRACHARGE LIMITED",UTR,"Capital Goods"
"UNILIFE CORPORATION",UNS,"Health Care Equipment & Services"
"UNITED NETWORKS LIMITED",UNL,"Telecommunication Services"
"UNITED OVERSEAS AUSTRALIA LIMITED",UOS,"Real Estate"
"UNIVERSAL BIOSENSORS INC.",UBI,"Health Care Equipment & Services"
"UNIVERSAL COAL PLC",UNV,"Energy"
"UPDATER INC",UPD,"Software & Services"
"URANIUM EQUITIES LIMITED",UEQ,"Energy"
"URANIUM RESOURCES INC",URI,"Energy"
"URANIUMSA LIMITED",USA,"Energy"
"URB INVESTMENTS LIMITED",URB,"Not Applic"
"URBANISE.COM LIMITED",UBN,"Software & Services"
"US MASTERS RESIDENTIAL PROPERTY FUND",URF,"Real Estate"
"US RESIDENTIAL FUND",USR,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND",USF,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND II",USG,"Not Applic"
"US SELECT PRIVATE OPPORTUNITIES FUND III",USP,"Not Applic"
"USCOM LIMITED",UCM,"Health Care Equipment & Services"
"UUV AQUABOTIX LTD",UUV,"Capital Goods"
"VALENCE INDUSTRIES LIMITED",VXL,"Materials"
"VALMEC LIMITED",VMX,"Energy"
"VALOR RESOURCES LIMITED",VAL,"Materials"
"VANGO MINING LIMITED",VAN,"Materials"
"VARISCAN MINES LIMITED",VAR,"Materials"
"VAULT INTELLIGENCE LIMITED",VLT,"Materials"
"VDM GROUP LIMITED",VMG,"Capital Goods"
"VEALLS LIMITED",VEL,"Diversified Financials"
"VECTOR RESOURCES LIMITED",VEC,"Materials"
"VECTUS BIOSYSTEMS LIMITED",VBS,"Pharmaceuticals, Biotechnology & Life Sciences"
"VEEM LTD",VEE,"Capital Goods"
"VELOCITY PROPERTY GROUP LIMITED",VP7,"Real Estate"
"VELPIC LIMITED",VPC,"Software & Services"
"VENTNOR RESOURCES LTD",VRX,"Materials"
"VENTURE MINERALS LIMITED",VMS,"Materials"
"VENTUREX RESOURCES LIMITED",VXR,"Materials"
"VENUS METALS CORPORATION LIMITED",VMC,"Materials"
"VERDANT MINERALS LTD",VRM,"Materials"
"VERILUMA LIMITED",VRI,"Software & Services"
"VERIS LIMITED",VRS,"Commercial & Professional Services"
"VIAGOLD CAPITAL LIMITED",VIA,"Consumer Services"
"VICINITY CENTRES",VCX,"Real Estate"
"VICINITY CENTRES TRUST",VCD,"Not Applic"
"VICTOR GROUP HOLDINGS LIMITED",VIG,"Media"
"VICTORY MINES LIMITED",VIC,"Materials"
"VIENTO GROUP LIMITED",VIE,"Capital Goods"
"VIETNAM INDUSTRIAL INVESTMENTS LIMITED",VII,"Materials"
"VIKING MINES LIMITED",VKA,"Materials"
"VILLA WORLD LIMITED.",VLW,"Real Estate"
"VILLAGE ROADSHOW LIMITED",VRL,"Media"
"VIMY RESOURCES LIMITED",VMY,"Energy"
"VIRALYTICS LIMITED",VLA,"Pharmaceuticals, Biotechnology & Life Sciences"
"VIRGIN AUSTRALIA HOLDINGS LIMITED",VAH,"Transportation"
"VIRTUS HEALTH LIMITED",VRT,"Health Care Equipment & Services"
"VISIONEERING TECHNOLOGIES, INC.",VTI,"Health Care Equipment & Services"
"VISTA GROUP INTERNATIONAL LIMITED.",VGL,"Software & Services"
"VITA GROUP LIMITED",VTG,"Retailing"
"VITA LIFE SCIENCES LIMITED.",VSC,"Pharmaceuticals, Biotechnology & Life Sciences"
"VITAL METALS LIMITED",VML,"Materials"
"VIVA ENERGY REIT",VVR,"Real Estate"
"VIVID TECHNOLOGY LIMITED",VIV,"Capital Goods"
"VMOTO LIMITED",VMT,"Automobiles & Components"
"VOCUS GROUP LIMITED",VOC,"Telecommunication Services"
"VOLPARA HEALTH TECHNOLOGIES LIMITED",VHT,"Health Care Equipment & Services"
"VOLT RESOURCES LIMITED",VRC,"Materials"
"VOLTAGE IP LIMITED",VIP,"Software & Services"
"WAKENBY LIMITED",WAK,"Commercial & Professional Services"
"WALKABOUT RESOURCES LTD",WKT,"Materials"
"WAM ACTIVE LIMITED",WAA,"Diversified Financials"
"WAM CAPITAL LIMITED",WAM,"Diversified Financials"
"WAM LEADERS LIMITED",WLE,"Not Applic"
"WAM RESEARCH LIMITED",WAX,"Diversified Financials"
"WANGLE TECHNOLOGIES LIMITED",WGL,"Software & Services"
"WARATAH RESOURCES LIMITED",WGO,"Materials"
"WASHINGTON H SOUL PATTINSON & COMPANY LIMITED",SOL,"Energy"
"WATER RESOURCES GROUP LIMITED",WRG,"Utilities"
"WATERCO LIMITED",WAT,"Consumer Durables & Apparel"
"WATERMARK GLOBAL LEADERS FUND LIMITED",WGF,"Not Applic"
"WATERMARK MARKET NEUTRAL FUND LIMITED",WMK,"Not Applic"
"WATPAC LIMITED",WTP,"Capital Goods"
"WATTLE HEALTH AUSTRALIA LIMITED",WHA,"Food, Beverage & Tobacco"
"WAVENET INTERNATIONAL LIMITED",WAL,"Materials"
"WCP RESOURCES LIMITED",WCP,"Materials"
"WEA FINANCE LLC",WEH,"Not Applic"
"WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC",WEF,"Not Applic"
"WEALTH DEFENDER EQUITIES LIMITED",WDE,"Not Applic"
"WEBJET LIMITED",WEB,"Retailing"
"WEBSTER LIMITED",WBA,"Food, Beverage & Tobacco"
"WEEBIT NANO LTD",WBT,"Materials"
"WELLARD LIMITED",WLD,"Food, Beverage & Tobacco"
"WELLCOM GROUP LIMITED",WLL,"Commercial & Professional Services"
"WESFARMERS LIMITED",WES,"Food & Staples Retailing"
"WEST AFRICAN RESOURCES LIMITED",WAF,"Materials"
"WEST WITS MINING LIMITED",WWI,"Materials"
"WESTERN AREAS LIMITED",WSA,"Materials"
"WESTERN MINING NETWORK LIMITED",WMN,"Materials"
"WESTFIELD CORPORATION",WFD,"Real Estate"
"WESTGOLD RESOURCES LIMITED.",WGX,"Materials"
"WESTOZ INVESTMENT COMPANY LIMITED",WIC,"Not Applic"
"WESTPAC BANKING CORPORATION",WBC,"Banks"
"WESTSTAR INDUSTRIAL LIMITED",WSI,"Materials"
"WFD TRUST",WFB,"Not Applic"
"WHITE CLIFF MINERALS LIMITED",WCN,"Materials"
"WHITE ENERGY COMPANY LIMITED",WEC,"Energy"
"WHITE ROCK MINERALS LIMITED",WRM,"Materials"
"WHITEFIELD LIMITED",WHF,"Diversified Financials"
"WHITEHAVEN COAL LIMITED",WHC,"Energy"
"WINCHESTER ENERGY LTD",WEL,"Energy"
"WINGARA AG LTD",WNR,"Food, Beverage & Tobacco"
"WINHA COMMERCE AND TRADE INTL LIMITED",WQW,"Food & Staples Retailing"
"WINMAR RESOURCES LIMITED",WFE,"Materials"
"WISETECH GLOBAL LIMITED",WTC,"Software & Services"
"WOLF MINERALS LIMITED",WLF,"Materials"
"WOLF PETROLEUM LTD",WOF,"Energy"
"WOLFSTRIKE RENTALS GROUP LIMITED",WSG,"Diversified Financials"
"WOLLONGONG COAL LIMITED",WLC,"Materials"
"WONHE MULTIMEDIA COMMERCE LTD",WMC,"Technology Hardware & Equipment"
"WOODSIDE PETROLEUM LIMITED",WPL,"Energy"
"WOOLWORTHS LIMITED",WOW,"Food & Staples Retailing"
"WORLD REACH LIMITED",WRR,"Technology Hardware & Equipment"
"WORLD.NET SERVICES LIMITED",WNS,"Software & Services"
"WORLEYPARSONS LIMITED",WOR,"Energy"
"WPG RESOURCES LTD",WPG,"Materials"
"WPP AUNZ LTD",WPP,"Media"
"XANADU MINES LTD",XAM,"Materials"
"XENITH IP GROUP LIMITED",XIP,"Commercial & Professional Services"
"XERO LIMITED",XRO,"Software & Services"
"XPD SOCCER GEAR GROUP LIMITED",XPD,"Consumer Durables & Apparel"
"XPED LIMITED",XPE,"Software & Services"
"XREF LIMITED",XF1,"Software & Services"
"XRF SCIENTIFIC LIMITED",XRF,"Capital Goods"
"XSTATE RESOURCES LIMITED",XST,"Energy"
"XTD LTD",XTD,"Media"
"XTEK LIMITED.",XTE,"Capital Goods"
"XTV NETWORKS LTD",XTV,"Media"
"YANCOAL AUSTRALIA LIMITED",YAL,"Energy"
"YANCOAL SCN LIMITED",YCN,"Energy"
"YANGHAO INTERNATIONAL LIMITED",YHL,"Consumer Durables & Apparel"
"YELLOW BRICK ROAD HOLDINGS LIMITED",YBR,"Diversified Financials"
"YOJEE LIMITED",YOJ,"Materials"
"YONDER AND BEYOND GROUP LIMITED",YNB,"Diversified Financials"
"YOWIE GROUP LTD",YOW,"Food, Beverage & Tobacco"
"YPB GROUP LTD",YPB,"Commercial & Professional Services"
"Z ENERGY LIMITED.",ZEL,"Energy"
"ZAMANCO MINERALS LIMITED",ZAM,"Materials"
"ZAMIA METALS LIMITED",ZGM,"Materials"
"ZELDA THERAPEUTICS LIMITED",ZLD,"Pharmaceuticals, Biotechnology & Life Sciences"
"ZENITAS HEALTHCARE LIMITED",ZNT,"Health Care Equipment & Services"
"ZENITH ENERGY LIMITED",ZEN,"Utilities"
"ZENITH MINERALS LIMITED",ZNC,"Materials"
"ZETA PETROLEUM PLC",ZTA,"Energy"
"ZETA RESOURCES LIMITED",ZER,"Not Applic"
"ZEUS RESOURCES LIMITED",ZEU,"Energy"
"ZICOM GROUP LIMITED",ZGL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZINC OF IRELAND NL",ZMI,"Materials"
"ZIPMONEY LTD",ZML,"Diversified Financials"
"ZIPTEL LIMITED",ZIP,"Telecommunication Services"
"ZOONO GROUP LIMITED",ZNO,"Materials"
"ZYBER HOLDINGS LTD",ZYB,"Software & Services"
